{'M_BLOCKING=16_avg': 11.3155, 'M_BLOCKING=16_best': 11.3155, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 10.7034, 'M_BLOCKING=1_best': 10.7034, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 10.6294, 'M_BLOCKING=2_best': 10.6294, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 11.526399999999999, 'M_BLOCKING=31_best': 11.526399999999999, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 10.862300000000001, 'M_BLOCKING=4_best': 10.862300000000001, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 11.2241, 'M_BLOCKING=8_best': 11.2241, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 33600, 'xsmm_reference_avg': 1.1816, 'xsmm_reference_best': 1.1816, 'xsmm_reference_cpu_freq': 3.000015, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=16_avg': 229.92649999999998, 'M_BLOCKING=16_best': 229.92649999999998, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 211.1083, 'M_BLOCKING=1_best': 211.1083, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 214.9518, 'M_BLOCKING=2_best': 214.9518, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 229.83069999999998, 'M_BLOCKING=31_best': 229.83069999999998, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 228.231, 'M_BLOCKING=4_best': 228.231, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 229.6781, 'M_BLOCKING=8_best': 229.6781, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 20, 'a_nonzero': 1092, 'a_rows': 60, 'a_size': 1200, 'a_unique': 100, 'alpha': 1.0, 'beta': 0.0, 'density': 0.91, 'mat_file': 'data/example_mats/tet/p3/shunn-ham/m460.txt', 'size_n': 33600, 'xsmm_reference_avg': 3.4338, 'xsmm_reference_best': 3.4338, 'xsmm_reference_cpu_freq': 2.99985, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 442.53159999999997, 'M_BLOCKING=16_best': 442.53159999999997, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 385.1194, 'M_BLOCKING=1_best': 385.1194, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 386.2573, 'M_BLOCKING=2_best': 386.2573, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 440.62880000000007, 'M_BLOCKING=31_best': 440.62880000000007, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 433.9098, 'M_BLOCKING=4_best': 433.9098, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 445.3591, 'M_BLOCKING=8_best': 445.3591, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 35, 'a_nonzero': 2100, 'a_rows': 60, 'a_size': 2100, 'a_unique': 101, 'alpha': 1.0, 'beta': 0.0, 'density': 1.0, 'mat_file': 'data/example_mats/tet/p4/shunn-ham/m0.txt', 'size_n': 33600, 'xsmm_reference_avg': 8.713899999999999, 'xsmm_reference_best': 8.713899999999999, 'xsmm_reference_cpu_freq': 2.999908, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=16_avg': 441.7933, 'M_BLOCKING=16_best': 441.7933, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 383.77930000000003, 'M_BLOCKING=1_best': 383.77930000000003, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 386.2828, 'M_BLOCKING=2_best': 386.2828, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 435.6487, 'M_BLOCKING=31_best': 435.6487, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 423.89250000000004, 'M_BLOCKING=4_best': 423.89250000000004, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 442.9134, 'M_BLOCKING=8_best': 442.9134, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 60, 'a_nonzero': 2100, 'a_rows': 35, 'a_size': 2100, 'a_unique': 202, 'alpha': 1.0, 'beta': 0.0, 'density': 1.0, 'mat_file': 'data/example_mats/tet/p4/shunn-ham/m3.txt', 'size_n': 33600, 'xsmm_reference_avg': 12.1705, 'xsmm_reference_best': 12.1705, 'xsmm_reference_cpu_freq': 2.999904, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=16_avg': 663.0674, 'M_BLOCKING=16_best': 663.0674, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 577.3883, 'M_BLOCKING=1_best': 577.3883, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 578.5677, 'M_BLOCKING=2_best': 578.5677, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 664.6092, 'M_BLOCKING=31_best': 664.6092, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 635.0482, 'M_BLOCKING=4_best': 635.0482, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 657.147, 'M_BLOCKING=8_best': 657.147, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 60, 'a_nonzero': 3150, 'a_rows': 105, 'a_size': 6300, 'a_unique': 101, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'data/example_mats/tet/p4/shunn-ham/m6.txt', 'size_n': 33600, 'xsmm_reference_avg': 8.848099999999999, 'xsmm_reference_best': 8.848099999999999, 'xsmm_reference_cpu_freq': 2.999878, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 707.1249, 'M_BLOCKING=16_best': 707.1249, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 628.154, 'M_BLOCKING=1_best': 628.154, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 630.0122, 'M_BLOCKING=2_best': 630.0122, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 659.207, 'M_BLOCKING=31_best': 659.207, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 673.0600999999999, 'M_BLOCKING=4_best': 673.0600999999999, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 694.5353, 'M_BLOCKING=8_best': 694.5353, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 105, 'a_nonzero': 3432, 'a_rows': 35, 'a_size': 3675, 'a_unique': 304, 'alpha': 1.0, 'beta': 0.0, 'density': 0.9338775510204081, 'mat_file': 'data/example_mats/tet/p4/shunn-ham/m132.txt', 'size_n': 33600, 'xsmm_reference_avg': 16.8719, 'xsmm_reference_best': 16.8719, 'xsmm_reference_cpu_freq': 2.999951, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=16_avg': 722.726, 'M_BLOCKING=16_best': 722.726, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 631.1985999999999, 'M_BLOCKING=1_best': 631.1985999999999, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 640.0555, 'M_BLOCKING=2_best': 640.0555, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 723.4831, 'M_BLOCKING=31_best': 723.4831, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 687.3951, 'M_BLOCKING=4_best': 687.3951, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 712.4626000000001, 'M_BLOCKING=8_best': 712.4626000000001, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 35, 'a_nonzero': 3432, 'a_rows': 105, 'a_size': 3675, 'a_unique': 304, 'alpha': 1.0, 'beta': 0.0, 'density': 0.9338775510204081, 'mat_file': 'data/example_mats/tet/p4/shunn-ham/m460.txt', 'size_n': 33600, 'xsmm_reference_avg': 10.269499999999999, 'xsmm_reference_best': 10.269499999999999, 'xsmm_reference_cpu_freq': 2.99992, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=16_avg': 988.6234000000001, 'M_BLOCKING=16_best': 988.6234000000001, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 860.1548999999999, 'M_BLOCKING=1_best': 860.1548999999999, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 862.7572, 'M_BLOCKING=2_best': 862.7572, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 989.4688, 'M_BLOCKING=31_best': 989.4688, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 929.8999, 'M_BLOCKING=4_best': 929.8999, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 965.0532, 'M_BLOCKING=8_best': 965.0532, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 56, 'a_nonzero': 4704, 'a_rows': 84, 'a_size': 4704, 'a_unique': 214, 'alpha': 1.0, 'beta': 0.0, 'density': 1.0, 'mat_file': 'data/example_mats/tet/p5/shunn-ham/m0.txt', 'size_n': 33600, 'xsmm_reference_avg': 13.637200000000002, 'xsmm_reference_best': 13.637200000000002, 'xsmm_reference_cpu_freq': 2.999907, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=16_avg': 959.3183999999999, 'M_BLOCKING=16_best': 959.3183999999999, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 860.0971999999999, 'M_BLOCKING=1_best': 860.0971999999999, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 863.2909999999999, 'M_BLOCKING=2_best': 863.2909999999999, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 990.3753, 'M_BLOCKING=31_best': 990.3753, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 926.4051, 'M_BLOCKING=4_best': 926.4051, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 942.9342, 'M_BLOCKING=8_best': 942.9342, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 84, 'a_nonzero': 4704, 'a_rows': 56, 'a_size': 4704, 'a_unique': 428, 'alpha': 1.0, 'beta': 0.0, 'density': 1.0, 'mat_file': 'data/example_mats/tet/p5/shunn-ham/m3.txt', 'size_n': 33600, 'xsmm_reference_avg': 17.0993, 'xsmm_reference_best': 17.0993, 'xsmm_reference_cpu_freq': 2.999875, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=16_avg': 1484.0971, 'M_BLOCKING=16_best': 1484.0971, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 1289.758, 'M_BLOCKING=1_best': 1289.758, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 1293.656, 'M_BLOCKING=2_best': 1293.656, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 1484.6108, 'M_BLOCKING=31_best': 1484.6108, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 1380.2275, 'M_BLOCKING=4_best': 1380.2275, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 1445.8469, 'M_BLOCKING=8_best': 1445.8469, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 84, 'a_nonzero': 7056, 'a_rows': 168, 'a_size': 14112, 'a_unique': 214, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'data/example_mats/tet/p5/shunn-ham/m6.txt', 'size_n': 33600, 'xsmm_reference_avg': 30.280900000000003, 'xsmm_reference_best': 30.280900000000003, 'xsmm_reference_cpu_freq': 2.999955, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=16_avg': 1786.9789, 'M_BLOCKING=16_best': 1786.9789, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 1640.3308000000002, 'M_BLOCKING=1_best': 1640.3308000000002, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 1645.4075, 'M_BLOCKING=2_best': 1645.4075, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 1885.8705000000002, 'M_BLOCKING=31_best': 1885.8705000000002, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 1728.1601999999998, 'M_BLOCKING=4_best': 1728.1601999999998, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 1751.3782999999999, 'M_BLOCKING=8_best': 1751.3782999999999, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 168, 'a_nonzero': 8976, 'a_rows': 56, 'a_size': 9408, 'a_unique': 784, 'alpha': 1.0, 'beta': 0.0, 'density': 0.9540816326530612, 'mat_file': 'data/example_mats/tet/p5/shunn-ham/m132.txt', 'size_n': 33600, 'xsmm_reference_avg': 33.0064, 'xsmm_reference_best': 33.0064, 'xsmm_reference_cpu_freq': 2.999933, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=16_avg': 1888.9470000000001, 'M_BLOCKING=16_best': 1888.9470000000001, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 1641.4166, 'M_BLOCKING=1_best': 1641.4166, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 1645.6525000000001, 'M_BLOCKING=2_best': 1645.6525000000001, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 1888.4057, 'M_BLOCKING=31_best': 1888.4057, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 1741.5386999999998, 'M_BLOCKING=4_best': 1741.5386999999998, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 1766.9654999999998, 'M_BLOCKING=8_best': 1766.9654999999998, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 56, 'a_nonzero': 8976, 'a_rows': 168, 'a_size': 9408, 'a_unique': 784, 'alpha': 1.0, 'beta': 0.0, 'density': 0.9540816326530612, 'mat_file': 'data/example_mats/tet/p5/shunn-ham/m460.txt', 'size_n': 33600, 'xsmm_reference_avg': 22.0416, 'xsmm_reference_best': 22.0416, 'xsmm_reference_cpu_freq': 2.999908, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=16_avg': 1945.0381000000002, 'M_BLOCKING=16_best': 1945.0381000000002, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 1719.3507000000002, 'M_BLOCKING=1_best': 1719.3507000000002, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 1724.85, 'M_BLOCKING=2_best': 1724.85, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 1978.0997, 'M_BLOCKING=31_best': 1978.0997, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 1818.5389, 'M_BLOCKING=4_best': 1818.5389, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 1868.7823, 'M_BLOCKING=8_best': 1868.7823, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 84, 'a_nonzero': 9408, 'a_rows': 112, 'a_size': 9408, 'a_unique': 425, 'alpha': 1.0, 'beta': 0.0, 'density': 1.0, 'mat_file': 'data/example_mats/tet/p6/shunn-ham/m0.txt', 'size_n': 33600, 'xsmm_reference_avg': 23.5536, 'xsmm_reference_best': 23.5536, 'xsmm_reference_cpu_freq': 2.999923, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=16_avg': 1934.9279, 'M_BLOCKING=16_best': 1934.9279, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 1718.083, 'M_BLOCKING=1_best': 1718.083, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 1724.2391, 'M_BLOCKING=2_best': 1724.2391, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 1975.4636999999998, 'M_BLOCKING=31_best': 1975.4636999999998, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 1814.625, 'M_BLOCKING=4_best': 1814.625, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 1879.0945, 'M_BLOCKING=8_best': 1879.0945, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 112, 'a_nonzero': 9408, 'a_rows': 84, 'a_size': 9408, 'a_unique': 850, 'alpha': 1.0, 'beta': 0.0, 'density': 1.0, 'mat_file': 'data/example_mats/tet/p6/shunn-ham/m3.txt', 'size_n': 33600, 'xsmm_reference_avg': 26.8397, 'xsmm_reference_best': 26.8397, 'xsmm_reference_cpu_freq': 2.999925, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=16_avg': 2965.9973999999997, 'M_BLOCKING=16_best': 2965.9973999999997, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 2579.0176, 'M_BLOCKING=1_best': 2579.0176, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 2584.6965, 'M_BLOCKING=2_best': 2584.6965, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 2968.3123, 'M_BLOCKING=31_best': 2968.3123, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 2718.7294, 'M_BLOCKING=4_best': 2718.7294, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 2862.7697, 'M_BLOCKING=8_best': 2862.7697, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 112, 'a_nonzero': 14112, 'a_rows': 252, 'a_size': 28224, 'a_unique': 425, 'alpha': 1.0, 'beta': 0.0, 'density': 0.5, 'mat_file': 'data/example_mats/tet/p6/shunn-ham/m6.txt', 'size_n': 33600, 'xsmm_reference_avg': 49.3977, 'xsmm_reference_best': 49.3977, 'xsmm_reference_cpu_freq': 2.999879, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=16_avg': 4075.2763, 'M_BLOCKING=16_best': 4075.2763, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 3727.1572, 'M_BLOCKING=1_best': 3727.1572, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 3734.6216999999997, 'M_BLOCKING=2_best': 3734.6216999999997, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 4274.7782, 'M_BLOCKING=31_best': 4274.7782, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 3872.9267, 'M_BLOCKING=4_best': 3872.9267, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 3942.5917999999997, 'M_BLOCKING=8_best': 3942.5917999999997, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 252, 'a_nonzero': 20400, 'a_rows': 84, 'a_size': 21168, 'a_unique': 1760, 'alpha': 1.0, 'beta': 0.0, 'density': 0.963718820861678, 'mat_file': 'data/example_mats/tet/p6/shunn-ham/m132.txt', 'size_n': 33600, 'xsmm_reference_avg': 56.3694, 'xsmm_reference_best': 56.3694, 'xsmm_reference_cpu_freq': 2.99986, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=16_avg': 4165.6148, 'M_BLOCKING=16_best': 4165.6148, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 3725.6940999999997, 'M_BLOCKING=1_best': 3725.6940999999997, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 3736.1616999999997, 'M_BLOCKING=2_best': 3736.1616999999997, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 4293.961499999999, 'M_BLOCKING=31_best': 4293.961499999999, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 3905.5253, 'M_BLOCKING=4_best': 3905.5253, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 3992.7306, 'M_BLOCKING=8_best': 3992.7306, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 84, 'a_nonzero': 20400, 'a_rows': 252, 'a_size': 21168, 'a_unique': 1760, 'alpha': 1.0, 'beta': 0.0, 'density': 0.963718820861678, 'mat_file': 'data/example_mats/tet/p6/shunn-ham/m460.txt', 'size_n': 33600, 'xsmm_reference_avg': 38.7804, 'xsmm_reference_best': 38.7804, 'xsmm_reference_cpu_freq': 2.999931, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=16_avg': 3.3726999999999996, 'M_BLOCKING=16_best': 3.3726999999999996, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 3.3677, 'M_BLOCKING=1_best': 3.3677, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 3.3645000000000005, 'M_BLOCKING=2_best': 3.3645000000000005, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 3.3619, 'M_BLOCKING=31_best': 3.3619, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 3.3645000000000005, 'M_BLOCKING=4_best': 3.3645000000000005, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 3.3669, 'M_BLOCKING=8_best': 3.3669, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 3, 'a_nonzero': 18, 'a_rows': 6, 'a_size': 18, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 1.0, 'mat_file': 'data/example_mats/tri/p1/williams-shunn/m0.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.2524, 'xsmm_reference_best': 0.2524, 'xsmm_reference_cpu_freq': 2.99992, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=16_avg': 3.3633, 'M_BLOCKING=16_best': 3.3633, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 3.3556, 'M_BLOCKING=1_best': 3.3556, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 3.3545000000000003, 'M_BLOCKING=2_best': 3.3545000000000003, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 3.3619999999999997, 'M_BLOCKING=31_best': 3.3619999999999997, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 3.3658, 'M_BLOCKING=4_best': 3.3658, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 3.3642000000000003, 'M_BLOCKING=8_best': 3.3642000000000003, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 6, 'a_nonzero': 18, 'a_rows': 3, 'a_size': 18, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 1.0, 'mat_file': 'data/example_mats/tri/p1/williams-shunn/m3.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.1503, 'xsmm_reference_best': 0.1503, 'xsmm_reference_cpu_freq': 2.999897, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 4.7644, 'M_BLOCKING=16_best': 4.7644, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 4.4547000000000025, 'M_BLOCKING=1_best': 4.4547000000000025, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 4.4681, 'M_BLOCKING=2_best': 4.4681, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 4.487299999999999, 'M_BLOCKING=31_best': 4.487299999999999, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 4.475, 'M_BLOCKING=4_best': 4.475, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 4.491, 'M_BLOCKING=8_best': 4.491, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 6, 'a_nonzero': 24, 'a_rows': 6, 'a_size': 36, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.6666666666666666, 'mat_file': 'data/example_mats/tri/p1/williams-shunn/m6.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.264, 'xsmm_reference_best': 0.264, 'xsmm_reference_cpu_freq': 2.999861, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 2.2582999999999998, 'M_BLOCKING=16_best': 2.2582999999999998, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 2.2563, 'M_BLOCKING=1_best': 2.2563, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 2.2503, 'M_BLOCKING=2_best': 2.2503, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 2.2477, 'M_BLOCKING=31_best': 2.2477, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 2.2613, 'M_BLOCKING=4_best': 2.2613, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 2.2521999999999998, 'M_BLOCKING=8_best': 2.2521999999999998, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 6, 'a_nonzero': 12, 'a_rows': 3, 'a_size': 18, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.6666666666666666, 'mat_file': 'data/example_mats/tri/p1/williams-shunn/m132.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.1615, 'xsmm_reference_best': 0.1615, 'xsmm_reference_cpu_freq': 2.999932, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=16_avg': 2.2753, 'M_BLOCKING=16_best': 2.2753, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 2.2591, 'M_BLOCKING=1_best': 2.2591, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 2.2602, 'M_BLOCKING=2_best': 2.2602, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=31_avg': 2.2620999999999998, 'M_BLOCKING=31_best': 2.2620999999999998, 'M_BLOCKING=31_kernel_type': 'dense', 'M_BLOCKING=4_avg': 2.2739000000000003, 'M_BLOCKING=4_best': 2.2739000000000003, 'M_BLOCKING=4_kernel_type': 'dense', 'M_BLOCKING=8_avg': 2.2675, 'M_BLOCKING=8_best': 2.2675, 'M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 3, 'a_nonzero': 12, 'a_rows': 6, 'a_size': 18, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.6666666666666666, 'mat_file': 'data/example_mats/tri/p1/williams-shunn/m460.txt', 'size_n': 33600, 'xsmm_reference_avg': 0.16999999999999998, 'xsmm_reference_best': 0.16999999999999998, 'xsmm_reference_cpu_freq': 2.999932, 'xsmm_reference_kernel_type': 'sparse'}
